;Method;nselected;tn;fn;fp;tp;data.i;sensitivity;specificity;false.pos.rate;false.neg.rate;false.disc.rate;false.omit.rate;expo;ICC
tot.28701;Raw.sPLS;4;495;1;0;4;53;80;100;0;20;0;0,2;5;1
tot.28711;Raw.sNPLS;5;494;1;1;4;53;80;99,8;0,2;20;20;0,2;5;1
tot.28721;Raw.MMPC;8;491;1;4;4;53;80;99,2;0,8;20;50;0,2;5;1
tot.28731;Raw.DSA;4;495;1;0;4;53;80;100;0;20;0;0,2;5;1
tot.28741;Av.ExWAS.none;39;461;0;34;5;53;100;93,1;6,9;0;87,2;0;5;1
tot.28751;Av.ExWAS.MLM.none;5;494;1;1;4;53;80;99,8;0,2;20;20;0,2;5;1
tot.28761;Av.Exwas.bon;9;489;2;6;3;53;60;98,8;1,2;40;66,7;0,4;5;1
tot.28771;Av.Exwas.MLM.bon;3;495;2;0;3;53;60;100;0;40;0;0,4;5;1
tot.28781;Av.ExWAS.bh;17;482;1;13;4;53;80;97,4;2,6;20;76,5;0,2;5;1
tot.28791;Av.ExWAS.MLM.bh;5;494;1;1;4;53;80;99,8;0,2;20;20;0,2;5;1
tot.28801;Av.ExWAS.by;10;488;2;7;3;53;60;98,6;1,4;40;70;0,4;5;1
tot.28811;Av.ExWAS.MLM.by;4;494;2;1;3;53;60;99,8;0,2;40;25;0,4;5;1
tot.28821;Av.ENET.min;17;482;1;13;4;53;80;97,4;2,6;20;76,5;0,2;5;1
tot.28831;Av.ENET.opt;0;495;5;0;0;53;0;100;0;100;0;1;5;1
tot.28841;Av.sPLS;4;495;1;0;4;53;80;100;0;20;0;0,2;5;1
tot.28851;Av.MMPC;6;492;2;3;3;53;60;99,4;0,6;40;50;0,4;5;1
tot.28861;Av.DSA;4;495;1;0;4;53;80;100;0;20;0;0,2;5;1
tot.28871;DLNMpen.none;22;477;1;18;4;53;80;96,4;3,6;20;81,8;0,2;5;1
tot.28881;DLNMpen.bonf;9;489;2;6;3;53;60;98,8;1,2;40;66,7;0,4;5;1
tot.28891;DLNMpen.bh;10;488;2;7;3;53;60;98,6;1,4;40;70;0,4;5;1
tot.28901;DLNMpen.by;9;489;2;6;3;53;60;98,8;1,2;40;66,7;0,4;5;1
tot.28911;DLNMselect.none;17;481;2;14;3;53;60;97,2;2,8;40;82,4;0,4;5;1
tot.28921;DLNMselect.bonf;13;484;3;11;2;53;40;97,8;2,2;60;84,6;0,6;5;1
tot.28931;DLNMselect.bh;13;484;3;11;2;53;40;97,8;2,2;60;84,6;0,6;5;1
tot.28941;DLNMselect.by;13;484;3;11;2;53;40;97,8;2,2;60;84,6;0,6;5;1
tot.28951;DLNMselectback.none;13;485;2;10;3;53;60;98;2;40;76,9;0,4;5;1
tot.28961;DLNMselectback.bonf;8;489;3;6;2;53;40;98,8;1,2;60;75;0,6;5;1
tot.28971;DLNMselectback.bh;10;487;3;8;2;53;40;98,4;1,6;60;80;0,6;5;1
tot.28981;DLNMselectback.by;8;489;3;6;2;53;40;98,8;1,2;60;75;0,6;5;1
tot.28991;DLNMselectforward.none;19;478;3;17;2;53;40;96,6;3,4;60;89,5;0,6;5;1
tot.29001;DLNMselectforward.bonf;15;482;3;13;2;53;40;97,4;2,6;60;86,7;0,6;5;1
tot.29011;DLNMselectforward.bh;19;478;3;17;2;53;40;96,6;3,4;60;89,5;0,6;5;1
tot.29021;DLNMselectforward.by;15;482;3;13;2;53;40;97,4;2,6;60;86,7;0,6;5;1
tot.29031;Av.DLNMpen.none;16;483;1;12;4;53;80;97,6;2,4;20;75;0,2;5;1
tot.29041;Av.DLNMpen.bonf;11;487;2;8;3;53;60;98,4;1,6;40;72,7;0,4;5;1
tot.29051;Av.DLNMpen.bh;16;483;1;12;4;53;80;97,6;2,4;20;75;0,2;5;1
tot.29061;Av.DLNMpen.by;11;487;2;8;3;53;60;98,4;1,6;40;72,7;0,4;5;1
tot.29071;Av.DLNMselect.none;11;487;2;8;3;53;60;98,4;1,6;40;72,7;0,4;5;1
tot.29081;Av.DLNMselect.bonf;8;489;3;6;2;53;40;98,8;1,2;60;75;0,6;5;1
tot.29091;Av.DLNMselect.bh;9;488;3;7;2;53;40;98,6;1,4;60;77,8;0,6;5;1
tot.29104;Av.DLNMselect.by;9;488;3;7;2;53;40;98,6;1,4;60;77,8;0,6;5;1
tot.29111;Av.DLNMselectback.none;11;487;2;8;3;53;60;98,4;1,6;40;72,7;0,4;5;1
tot.29121;Av.DLNMselectback.bonf;9;488;3;7;2;53;40;98,6;1,4;60;77,8;0,6;5;1
tot.29131;Av.DLNMselectback.bh;11;487;2;8;3;53;60;98,4;1,6;40;72,7;0,4;5;1
tot.29141;Av.DLNMselectback.by;9;488;3;7;2;53;40;98,6;1,4;60;77,8;0,6;5;1
tot.29151;Raw.ExWAS.none;33;466;1;29;4;54;80;94,1;5,9;20;87,9;0,2;5;1
tot.29161;Raw.ExWAS.MLM.none;12;487;1;8;4;54;80;98,4;1,6;20;66,7;0,2;5;1
tot.29171;Raw.Exwas.bon;2;495;3;0;2;54;40;100;0;60;0;0,6;5;1
tot.29181;Raw.Exwas.MLM.bon;2;495;3;0;2;54;40;100;0;60;0;0,6;5;1
tot.29191;Raw.ExWAS.bh;3;495;2;0;3;54;60;100;0;40;0;0,4;5;1
tot.29201;Raw.ExWAS.MLM.bh;3;495;2;0;3;54;60;100;0;40;0;0,4;5;1
tot.29211;Raw.ExWAS.by;0;495;5;0;0;54;0;100;0;100;0;1;5;1
tot.29221;Raw.ExWAS.MLM.by;0;495;5;0;0;54;0;100;0;100;0;1;5;1
tot.29231;Raw.ENET.min;40;460;0;35;5;54;100;92,9;7,1;0;87,5;0;5;1
tot.29241;Raw.ENET.opt;1;495;4;0;1;54;20;100;0;80;0;0,8;5;1
tot.29251;Raw.sPLS;2;495;3;0;2;54;40;100;0;60;0;0,6;5;1
tot.29261;Raw.sNPLS;3;494;3;1;2;54;40;99,8;0,2;60;33,3;0,6;5;1
tot.29271;Raw.MMPC;12;487;1;8;4;54;80;98,4;1,6;20;66,7;0,2;5;1
tot.29281;Raw.DSA;2;495;3;0;2;54;40;100;0;60;0;0,6;5;1
tot.29291;Av.ExWAS.none;13;484;3;11;2;54;40;97,8;2,2;60;84,6;0,6;5;1
tot.29301;Av.ExWAS.MLM.none;2;495;3;0;2;54;40;100;0;60;0;0,6;5;1
tot.29311;Av.Exwas.bon;1;495;4;0;1;54;20;100;0;80;0;0,8;5;1
tot.29321;Av.Exwas.MLM.bon;1;495;4;0;1;54;20;100;0;80;0;0,8;5;1
tot.29331;Av.ExWAS.bh;1;495;4;0;1;54;20;100;0;80;0;0,8;5;1
tot.29341;Av.ExWAS.MLM.bh;1;495;4;0;1;54;20;100;0;80;0;0,8;5;1
tot.29351;Av.ExWAS.by;1;495;4;0;1;54;20;100;0;80;0;0,8;5;1
tot.29361;Av.ExWAS.MLM.by;1;495;4;0;1;54;20;100;0;80;0;0,8;5;1
tot.29371;Av.ENET.min;15;483;2;12;3;54;60;97,6;2,4;40;80;0,4;5;1
tot.29381;Av.ENET.opt;0;495;5;0;0;54;0;100;0;100;0;1;5;1
tot.29391;Av.sPLS;0;495;5;0;0;54;0;100;0;100;0;1;5;1
tot.29401;Av.MMPC;3;494;3;1;2;54;40;99,8;0,2;60;33,3;0,6;5;1
tot.29411;Av.DSA;4;492;4;3;1;54;20;99,4;0,6;80;75;0,8;5;1
tot.29421;DLNMpen.none;17;482;1;13;4;54;80;97,4;2,6;20;76,5;0,2;5;1
tot.29431;DLNMpen.bonf;2;494;4;1;1;54;20;99,8;0,2;80;50;0,8;5;1
tot.29441;DLNMpen.bh;4;493;3;2;2;54;40;99,6;0,4;60;50;0,6;5;1
tot.29451;DLNMpen.by;0;495;5;0;0;54;0;100;0;100;0;1;5;1
tot.29461;DLNMselect.none;21;476;3;19;2;54;40;96,2;3,8;60;90,5;0,6;5;1
tot.29471;DLNMselect.bonf;9;488;3;7;2;54;40;98,6;1,4;60;77,8;0,6;5;1
tot.29481;DLNMselect.bh;9;488;3;7;2;54;40;98,6;1,4;60;77,8;0,6;5;1
tot.29491;DLNMselect.by;9;488;3;7;2;54;40;98,6;1,4;60;77,8;0,6;5;1
tot.29501;DLNMselectback.none;17;480;3;15;2;54;40;97;3;60;88,2;0,6;5;1
tot.29511;DLNMselectback.bonf;7;490;3;5;2;54;40;99;1;60;71,4;0,6;5;1
tot.29521;DLNMselectback.bh;7;490;3;5;2;54;40;99;1;60;71,4;0,6;5;1
tot.29531;DLNMselectback.by;7;490;3;5;2;54;40;99;1;60;71,4;0,6;5;1
tot.29541;DLNMselectforward.none;15;482;3;13;2;54;40;97,4;2,6;60;86,7;0,6;5;1
tot.29551;DLNMselectforward.bonf;10;487;3;8;2;54;40;98,4;1,6;60;80;0,6;5;1
tot.29561;DLNMselectforward.bh;15;482;3;13;2;54;40;97,4;2,6;60;86,7;0,6;5;1
tot.29571;DLNMselectforward.by;10;487;3;8;2;54;40;98,4;1,6;60;80;0,6;5;1
tot.29581;Av.DLNMpen.none;5;492;3;3;2;54;40;99,4;0,6;60;60;0,6;5;1
tot.29591;Av.DLNMpen.bonf;3;494;3;1;2;54;40;99,8;0,2;60;33,3;0,6;5;1
tot.29601;Av.DLNMpen.bh;5;492;3;3;2;54;40;99,4;0,6;60;60;0,6;5;1
tot.29611;Av.DLNMpen.by;3;494;3;1;2;54;40;99,8;0,2;60;33,3;0,6;5;1
tot.29621;Av.DLNMselect.none;7;490;3;5;2;54;40;99;1;60;71,4;0,6;5;1
tot.29631;Av.DLNMselect.bonf;4;492;4;3;1;54;20;99,4;0,6;80;75;0,8;5;1
tot.29641;Av.DLNMselect.bh;7;490;3;5;2;54;40;99;1;60;71,4;0,6;5;1
tot.29651;Av.DLNMselect.by;5;492;3;3;2;54;40;99,4;0,6;60;60;0,6;5;1
tot.29661;Av.DLNMselectback.none;6;491;3;4;2;54;40;99,2;0,8;60;66,7;0,6;5;1
tot.29671;Av.DLNMselectback.bonf;5;492;3;3;2;54;40;99,4;0,6;60;60;0,6;5;1
tot.29681;Av.DLNMselectback.bh;6;491;3;4;2;54;40;99,2;0,8;60;66,7;0,6;5;1
tot.29691;Av.DLNMselectback.by;6;491;3;4;2;54;40;99,2;0,8;60;66,7;0,6;5;1
tot.29701;Raw.ExWAS.none;52;447;1;48;4;55;80;90,3;9,7;20;92,3;0,2;5;1
tot.29711;Raw.ExWAS.MLM.none;8;487;5;8;0;55;0;98,4;1,6;100;100;1;5;1
tot.29721;Raw.Exwas.bon;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29731;Raw.Exwas.MLM.bon;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29741;Raw.ExWAS.bh;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29751;Raw.ExWAS.MLM.bh;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29761;Raw.ExWAS.by;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29771;Raw.ExWAS.MLM.by;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29781;Raw.ENET.min;28;469;3;26;2;55;40;94,7;5,3;60;92,9;0,6;5;1
tot.29791;Raw.ENET.opt;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29801;Raw.sPLS;5;491;4;4;1;55;20;99,2;0,8;80;80;0,8;5;1
tot.29811;Raw.sNPLS;65;434;1;61;4;55;80;87,7;12,3;20;93,8;0,2;5;1
tot.29821;Raw.MMPC;10;486;4;9;1;55;20;98,2;1,8;80;90;0,8;5;1
tot.29831;Raw.DSA;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29841;Av.ExWAS.none;39;460;1;35;4;55;80;92,9;7,1;20;89,7;0,2;5;1
tot.29851;Av.ExWAS.MLM.none;2;493;5;2;0;55;0;99,6;0,4;100;100;1;5;1
tot.29861;Av.Exwas.bon;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29871;Av.Exwas.MLM.bon;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29881;Av.ExWAS.bh;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29891;Av.ExWAS.MLM.bh;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29901;Av.ExWAS.by;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29911;Av.ExWAS.MLM.by;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29921;Av.ENET.min;16;482;2;13;3;55;60;97,4;2,6;40;81,2;0,4;5;1
tot.29931;Av.ENET.opt;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29941;Av.sPLS;55;444;1;51;4;55;80;89,7;10,3;20;92,7;0,2;5;1
tot.29951;Av.MMPC;6;490;4;5;1;55;20;99;1;80;83,3;0,8;5;1
tot.29961;Av.DSA;4;492;4;3;1;55;20;99,4;0,6;80;75;0,8;5;1
tot.29971;DLNMpen.none;35;462;3;33;2;55;40;93,3;6,7;60;94,3;0,6;5;1
tot.29981;DLNMpen.bonf;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.29991;DLNMpen.bh;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.30001;DLNMpen.by;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.30011;DLNMselect.none;25;471;4;24;1;55;20;95,2;4,8;80;96;0,8;5;1
tot.30021;DLNMselect.bonf;11;485;4;10;1;55;20;98;2;80;90,9;0,8;5;1
tot.30031;DLNMselect.bh;20;476;4;19;1;55;20;96,2;3,8;80;95;0,8;5;1
tot.30041;DLNMselect.by;6;490;4;5;1;55;20;99;1;80;83,3;0,8;5;1
tot.30051;DLNMselectback.none;23;473;4;22;1;55;20;95,6;4,4;80;95,7;0,8;5;1
tot.30061;DLNMselectback.bonf;8;488;4;7;1;55;20;98,6;1,4;80;87,5;0,8;5;1
tot.30071;DLNMselectback.bh;18;478;4;17;1;55;20;96,6;3,4;80;94,4;0,8;5;1
tot.30081;DLNMselectback.by;6;490;4;5;1;55;20;99;1;80;83,3;0,8;5;1
tot.30091;DLNMselectforward.none;20;476;4;19;1;55;20;96,2;3,8;80;95;0,8;5;1
tot.30104;DLNMselectforward.bonf;13;483;4;12;1;55;20;97,6;2,4;80;92,3;0,8;5;1
tot.30111;DLNMselectforward.bh;20;476;4;19;1;55;20;96,2;3,8;80;95;0,8;5;1
tot.30121;DLNMselectforward.by;14;482;4;13;1;55;20;97,4;2,6;80;92,9;0,8;5;1
tot.30131;Av.DLNMpen.none;11;486;3;9;2;55;40;98,2;1,8;60;81,8;0,6;5;1
tot.30141;Av.DLNMpen.bonf;3;493;4;2;1;55;20;99,6;0,4;80;66,7;0,8;5;1
tot.30151;Av.DLNMpen.bh;8;489;3;6;2;55;40;98,8;1,2;60;75;0,6;5;1
tot.30161;Av.DLNMpen.by;0;495;5;0;0;55;0;100;0;100;0;1;5;1
tot.30171;Av.DLNMselect.none;6;490;4;5;1;55;20;99;1;80;83,3;0,8;5;1
tot.30181;Av.DLNMselect.bonf;3;493;4;2;1;55;20;99,6;0,4;80;66,7;0,8;5;1
tot.30191;Av.DLNMselect.bh;5;491;4;4;1;55;20;99,2;0,8;80;80;0,8;5;1
tot.30201;Av.DLNMselect.by;4;492;4;3;1;55;20;99,4;0,6;80;75;0,8;5;1
tot.30211;Av.DLNMselectback.none;6;490;4;5;1;55;20;99;1;80;83,3;0,8;5;1
tot.30221;Av.DLNMselectback.bonf;5;491;4;4;1;55;20;99,2;0,8;80;80;0,8;5;1
tot.30231;Av.DLNMselectback.bh;6;490;4;5;1;55;20;99;1;80;83,3;0,8;5;1
tot.30241;Av.DLNMselectback.by;6;490;4;5;1;55;20;99;1;80;83,3;0,8;5;1
tot.30251;Raw.ExWAS.none;51;449;0;46;5;56;100;90,7;9,3;0;90,2;0;5;1
tot.30261;Raw.ExWAS.MLM.none;12;486;2;9;3;56;60;98,2;1,8;40;75;0,4;5;1
tot.30271;Raw.Exwas.bon;5;493;2;2;3;56;60;99,6;0,4;40;40;0,4;5;1
tot.30281;Raw.Exwas.MLM.bon;5;493;2;2;3;56;60;99,6;0,4;40;40;0,4;5;1
tot.30291;Raw.ExWAS.bh;9;489;2;6;3;56;60;98,8;1,2;40;66,7;0,4;5;1
tot.30301;Raw.ExWAS.MLM.bh;4;494;2;1;3;56;60;99,8;0,2;40;25;0,4;5;1
tot.30311;Raw.ExWAS.by;4;493;3;2;2;56;40;99,6;0,4;60;50;0,6;5;1
tot.30321;Raw.ExWAS.MLM.by;4;493;3;2;2;56;40;99,6;0,4;60;50;0,6;5;1
tot.30331;Raw.ENET.min;27;473;0;22;5;56;100;95,6;4,4;0;81,5;0;5;1
tot.30341;Raw.ENET.opt;21;479;0;16;5;56;100;96,8;3,2;0;76,2;0;5;1
tot.30351;Raw.sPLS;22;477;1;18;4;56;80;96,4;3,6;20;81,8;0,2;5;1
tot.30361;Raw.sNPLS;18;481;1;14;4;56;80;97,2;2,8;20;77,8;0,2;5;1
tot.30371;Raw.MMPC;14;484;2;11;3;56;60;97,8;2,2;40;78,6;0,4;5;1
tot.30381;Raw.DSA;1;495;4;0;1;56;20;100;0;80;0;0,8;5;1
tot.30391;Av.ExWAS.none;39;461;0;34;5;56;100;93,1;6,9;0;87,2;0;5;1
tot.30401;Av.ExWAS.MLM.none;3;493;4;2;1;56;20;99,6;0,4;80;66,7;0,8;5;1
tot.30411;Av.Exwas.bon;10;487;3;8;2;56;40;98,4;1,6;60;80;0,6;5;1
tot.30421;Av.Exwas.MLM.bon;2;495;3;0;2;56;40;100;0;60;0;0,6;5;1
tot.30431;Av.ExWAS.bh;14;483;3;12;2;56;40;97,6;2,4;60;85,7;0,6;5;1
tot.30441;Av.ExWAS.MLM.bh;2;495;3;0;2;56;40;100;0;60;0;0,6;5;1
tot.30451;Av.ExWAS.by;12;485;3;10;2;56;40;98;2;60;83,3;0,6;5;1
tot.30461;Av.ExWAS.MLM.by;2;495;3;0;2;56;40;100;0;60;0;0,6;5;1
tot.30471;Av.ENET.min;31;468;1;27;4;56;80;94,5;5,5;20;87,1;0,2;5;1
tot.30481;Av.ENET.opt;1;495;4;0;1;56;20;100;0;80;0;0,8;5;1
tot.30491;Av.sPLS;21;477;2;18;3;56;60;96,4;3,6;40;85,7;0,4;5;1
tot.30501;Av.MMPC;6;491;3;4;2;56;40;99,2;0,8;60;66,7;0,6;5;1
tot.30511;Av.DSA;10;487;3;8;2;56;40;98,4;1,6;60;80;0,6;5;1
tot.30521;DLNMpen.none;22;477;1;18;4;56;80;96,4;3,6;20;81,8;0,2;5;1
tot.30531;DLNMpen.bonf;5;492;3;3;2;56;40;99,4;0,6;60;60;0,6;5;1
tot.30541;DLNMpen.bh;5;492;3;3;2;56;40;99,4;0,6;60;60;0,6;5;1
tot.30551;DLNMpen.by;4;493;3;2;2;56;40;99,6;0,4;60;50;0,6;5;1
tot.30561;DLNMselect.none;25;475;0;20;5;56;100;96;4;0;80;0;5;1
tot.30571;DLNMselect.bonf;7;490;3;5;2;56;40;99;1;60;71,4;0,6;5;1
tot.30581;DLNMselect.bh;13;484;3;11;2;56;40;97,8;2,2;60;84,6;0,6;5;1
tot.30591;DLNMselect.by;7;490;3;5;2;56;40;99;1;60;71,4;0,6;5;1
tot.30601;DLNMselectback.none;22;478;0;17;5;56;100;96,6;3,4;0;77,3;0;5;1
tot.30611;DLNMselectback.bonf;7;489;4;6;1;56;20;98,8;1,2;80;85,7;0,8;5;1
tot.30621;DLNMselectback.bh;12;484;4;11;1;56;20;97,8;2,2;80;91,7;0,8;5;1
tot.30631;DLNMselectback.by;7;489;4;6;1;56;20;98,8;1,2;80;85,7;0,8;5;1
tot.30641;DLNMselectforward.none;22;478;0;17;5;56;100;96,6;3,4;0;77,3;0;5;1
tot.30651;DLNMselectforward.bonf;13;485;2;10;3;56;60;98;2;40;76,9;0,4;5;1
tot.30661;DLNMselectforward.bh;22;478;0;17;5;56;100;96,6;3,4;0;77,3;0;5;1
tot.30671;DLNMselectforward.by;15;483;2;12;3;56;60;97,6;2,4;40;80;0,4;5;1
tot.30681;Av.DLNMpen.none;11;488;1;7;4;56;80;98,6;1,4;20;63,6;0,2;5;1
tot.30691;Av.DLNMpen.bonf;5;492;3;3;2;56;40;99,4;0,6;60;60;0,6;5;1
tot.30701;Av.DLNMpen.bh;11;488;1;7;4;56;80;98,6;1,4;20;63,6;0,2;5;1
tot.30711;Av.DLNMpen.by;6;492;2;3;3;56;60;99,4;0,6;40;50;0,4;5;1
tot.30721;Av.DLNMselect.none;11;488;1;7;4;56;80;98,6;1,4;20;63,6;0,2;5;1
tot.30731;Av.DLNMselect.bonf;5;491;4;4;1;56;20;99,2;0,8;80;80;0,8;5;1
tot.30741;Av.DLNMselect.bh;9;488;3;7;2;56;40;98,6;1,4;60;77,8;0,6;5;1
tot.30751;Av.DLNMselect.by;5;491;4;4;1;56;20;99,2;0,8;80;80;0,8;5;1
tot.30761;Av.DLNMselectback.none;12;487;1;8;4;56;80;98,4;1,6;20;66,7;0,2;5;1
tot.30771;Av.DLNMselectback.bonf;9;488;3;7;2;56;40;98,6;1,4;60;77,8;0,6;5;1
tot.30781;Av.DLNMselectback.bh;12;487;1;8;4;56;80;98,4;1,6;20;66,7;0,2;5;1
tot.30791;Av.DLNMselectback.by;9;488;3;7;2;56;40;98,6;1,4;60;77,8;0,6;5;1
tot.30801;Raw.ExWAS.none;39;460;1;35;4;57;80;92,9;7,1;20;89,7;0,2;5;1
tot.30811;Raw.ExWAS.MLM.none;9;489;2;6;3;57;60;98,8;1,2;40;66,7;0,4;5;1
tot.30821;Raw.Exwas.bon;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30831;Raw.Exwas.MLM.bon;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30841;Raw.ExWAS.bh;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30851;Raw.ExWAS.MLM.bh;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30861;Raw.ExWAS.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30871;Raw.ExWAS.MLM.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30881;Raw.ENET.min;27;472;1;23;4;57;80;95,4;4,6;20;85,2;0,2;5;1
tot.30891;Raw.ENET.opt;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30901;Raw.sPLS;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30911;Raw.sNPLS;5;492;3;3;2;57;40;99,4;0,6;60;60;0,6;5;1
tot.30921;Raw.MMPC;9;489;2;6;3;57;60;98,8;1,2;40;66,7;0,4;5;1
tot.30931;Raw.DSA;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30941;Av.ExWAS.none;20;478;2;17;3;57;60;96,6;3,4;40;85;0,4;5;1
tot.30951;Av.ExWAS.MLM.none;2;495;3;0;2;57;40;100;0;60;0;0,6;5;1
tot.30961;Av.Exwas.bon;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30971;Av.Exwas.MLM.bon;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30981;Av.ExWAS.bh;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.30991;Av.ExWAS.MLM.bh;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31004;Av.ExWAS.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31011;Av.ExWAS.MLM.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31021;Av.ENET.min;10;487;3;8;2;57;40;98,4;1,6;60;80;0,6;5;1
tot.31031;Av.ENET.opt;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31041;Av.sPLS;5;492;3;3;2;57;40;99,4;0,6;60;60;0,6;5;1
tot.31051;Av.MMPC;6;492;2;3;3;57;60;99,4;0,6;40;50;0,4;5;1
tot.31061;Av.DSA;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31071;DLNMpen.none;19;481;0;14;5;57;100;97,2;2,8;0;73,7;0;5;1
tot.31081;DLNMpen.bonf;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31091;DLNMpen.bh;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31104;DLNMpen.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31111;DLNMselect.none;16;482;2;13;3;57;60;97,4;2,6;40;81,2;0,4;5;1
tot.31121;DLNMselect.bonf;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31131;DLNMselect.bh;10;486;4;9;1;57;20;98,2;1,8;80;90;0,8;5;1
tot.31141;DLNMselect.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31151;DLNMselectback.none;15;483;2;12;3;57;60;97,6;2,4;40;80;0,4;5;1
tot.31161;DLNMselectback.bonf;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31171;DLNMselectback.bh;11;485;4;10;1;57;20;98;2;80;90,9;0,8;5;1
tot.31181;DLNMselectback.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31191;DLNMselectforward.none;16;482;2;13;3;57;60;97,4;2,6;40;81,2;0,4;5;1
tot.31201;DLNMselectforward.bonf;13;484;3;11;2;57;40;97,8;2,2;60;84,6;0,6;5;1
tot.31211;DLNMselectforward.bh;16;482;2;13;3;57;60;97,4;2,6;40;81,2;0,4;5;1
tot.31221;DLNMselectforward.by;14;484;2;11;3;57;60;97,8;2,2;40;78,6;0,4;5;1
tot.31231;Av.DLNMpen.none;8;490;2;5;3;57;60;99;1;40;62,5;0,4;5;1
tot.31241;Av.DLNMpen.bonf;1;495;4;0;1;57;20;100;0;80;0;0,8;5;1
tot.31251;Av.DLNMpen.bh;5;492;3;3;2;57;40;99,4;0,6;60;60;0,6;5;1
tot.31261;Av.DLNMpen.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31271;Av.DLNMselect.none;5;492;3;3;2;57;40;99,4;0,6;60;60;0,6;5;1
tot.31281;Av.DLNMselect.bonf;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31291;Av.DLNMselect.bh;5;492;3;3;2;57;40;99,4;0,6;60;60;0,6;5;1
tot.31301;Av.DLNMselect.by;0;495;5;0;0;57;0;100;0;100;0;1;5;1
tot.31311;Av.DLNMselectback.none;5;492;3;3;2;57;40;99,4;0,6;60;60;0,6;5;1
tot.31321;Av.DLNMselectback.bonf;1;495;4;0;1;57;20;100;0;80;0;0,8;5;1
tot.31331;Av.DLNMselectback.bh;5;492;3;3;2;57;40;99,4;0,6;60;60;0,6;5;1
tot.31341;Av.DLNMselectback.by;5;492;3;3;2;57;40;99,4;0,6;60;60;0,6;5;1
tot.31351;Raw.ExWAS.none;74;426;0;69;5;58;100;86,1;13,9;0;93,2;0;5;1
tot.31361;Raw.ExWAS.MLM.none;13;484;3;11;2;58;40;97,8;2,2;60;84,6;0,6;5;1
tot.31371;Raw.Exwas.bon;7;491;2;4;3;58;60;99,2;0,8;40;57,1;0,4;5;1
tot.31381;Raw.Exwas.MLM.bon;2;495;3;0;2;58;40;100;0;60;0;0,6;5;1
tot.31391;Raw.ExWAS.bh;17;481;2;14;3;58;60;97,2;2,8;40;82,4;0,4;5;1
tot.31401;Raw.ExWAS.MLM.bh;4;494;2;1;3;58;60;99,8;0,2;40;25;0,4;5;1
tot.31411;Raw.ExWAS.by;7;491;2;4;3;58;60;99,2;0,8;40;57,1;0,4;5;1
tot.31421;Raw.ExWAS.MLM.by;2;495;3;0;2;58;40;100;0;60;0;0,6;5;1
tot.31431;Raw.ENET.min;69;430;1;65;4;58;80;86,9;13,1;20;94,2;0,2;5;1
tot.31441;Raw.ENET.opt;0;495;5;0;0;58;0;100;0;100;0;1;5;1
